filename,primary_narrative_model,primary_score,models_evaluated,word_count,text_length,cost,cache_created,cache_read,input_tokens,output_tokens,raw_response,Genre Comedy
Copy of Copy of 316_the_canterville_ghost.txt,Romance/Heroic Quest,2,1,11497,63055,0.0142744,0,0,16128,343,"Let's analyze this text using the Romance/Heroic Quest pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 12/20
Coverage: 0.60
Score: 2
Justification: The story follows most stages of the heroic quest, with Virginia as the hero who transforms the Canterville Ghost through compassion and spiritual understanding.

Stage Breakdown:
1. Call to Adventure: 2 (Virginia encounters the ghost in the Tapestry Chamber)
2. Meeting with the Mentor: 1 (Indirect mentorship through the ghost's story)
3. Departure: 2 (Virginia leaves the ordinary world when she follows the ghost)
4. Trials and Challenges: 2 (Navigating the ghost's supernatural realm)
5. Approach to Inmost Cave: 2 (Entering the secret room with the skeleton)
6. Ordeal: 2 (Confronting death and spiritual transformation)
7. Reward: 2 (Receiving the jewels and spiritual insight)
8. Return: 2 (Coming back to her family)
9. Resurrection: 1 (Partial spiritual rebirth of both Virginia and the ghost)
10. Return with Elixir: 1 (Wisdom about love and death, but not fully transformative)

The story uniquely subverts traditional quest narratives by having a young girl as the spiritual hero who redeems a ghost through compassion.",0
Copy of Copy of 317_the_wonderful_o.txt,Romance/Heroic Quest,3,1,11214,60317,0.0151296,0,0,17142,354,"Let me analyze this text using the Romance/Heroic Quest pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 14/20
Coverage: 0.70
Score: 3
Justification: The story follows a complex heroic quest pattern with Black and Littlejack's journey, featuring multiple quest stages like Call to Adventure (seeking jewels), Departure (leaving for the island), Trials (searching everywhere), Ordeal (confronting magical/literary forces), and a metaphorical Resurrection/Return where they are ultimately defeated.

Stage Breakdown:
1. Call to Adventure: 2 (Clear quest for jewels)
2. Meeting Mentor: 1 (Hyde serves a quasi-mentor role)
3. Departure: 2 (Leaving on ship to mysterious island)
4. Trials/Challenges: 2 (Extensive searching, systematic destruction)
5. Approach to Inmost Cave: 2 (Finding the stricken oak, map)
6. Ordeal: 2 (Confronting literary/mythical phantoms)
7. Reward: 1 (Expectation of jewels, but ultimately frustrated)
8. Return: 2 (Forced back to shore)
9. Resurrection: 2 (Metaphorical defeat by collective imagination)
10. Return with Elixir: 1 (Community regains ""freedom"")

The story brilliantly subverts traditional quest narrative through linguistic and metafictional strategies.",0
Copy of Copy of 337_the_library_window.txt,Romance/Heroic Quest,2,1,18552,92938,0.020048,0,0,23505,311,"I'll analyze this text using the Romance/Heroic Quest pattern.

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 10/20
Coverage: 0.50
Score: 2
Justification: The story contains several quest stages, though metaphorically interpreted. The protagonist experiences a mysterious, transformative encounter with an unseen scholar, representing a psychological and emotional journey of discovery.

Stage Breakdown:
1. Call to Adventure: {2} - The mysterious window and the unknown scholar
2. Mentor: {1} - Aunt Mary provides cryptic guidance
3. Departure: {1} - Psychological departure from childhood understanding
4. Trials: {2} - Emotional and perceptual challenges of understanding the window
5. Inmost Cave: {2} - The moment of seeing the scholar and feeling connected
6. Ordeal: {1} - Confronting the incomprehensible reality
7. Reward: {1} - Momentary connection with the scholar
8. Return: {0} - Literal return home, but metaphorical return is incomplete
9. Resurrection: {0} - No clear rebirth or transformation
10. Elixir: {0} - No clear transformative knowledge gained

The story is more a psychological mystery than a traditional quest narrative, which limits its full quest pattern coverage.",0
Copy of Copy of 345_lyras_oxford.txt,Romance (Heroic Quest),3,1,7554,39862,0.010148,0,0,11125,312,"=== MODEL EVALUATIONS ===

Model: Romance (Heroic Quest)
StageTotal: 14/20
Coverage: 0.70
Score: 3
Justification: The text follows a classic heroic quest structure with Lyra as the protagonist navigating a complex urban adventure involving mystery, protection, and potential transformation.

Stage Breakdown:
1. Call to Adventure: [2] Explicit when the witch's dæmon arrives seeking help
2. Meeting with Mentor: [1] Partially implied through interactions with Makepeace
3. Departure: [2] Clear when Lyra leaves her school to help the dæmon
4. Trials and Challenges: [2] Confrontation with the witch and navigating urban dangers
5. Approach to Inmost Cave: [1] Metaphorical exploration of Makepeace's alchemical basement
6. Ordeal: [2] Confrontation with the witch and near-death experience
7. Reward: [1] Gaining knowledge about the city's mysterious protectiveness
8. Return: [2] Returning to school after the adventure
9. Resurrection: [1] Symbolic rebirth through understanding city's meanings
10. Return with Elixir: [0] Not clearly present

The narrative demonstrates a metaphorical quest structure with urban and psychological dimensions, emphasizing discovery and protection.",0
Copy of Copy of 36_the_turn_of_the_screw.txt,Romance/Heroic Quest Pattern,2,1,40309,210774,0.0434432,0,0,52474,366,"I'll analyze Henry James' novella ""The Turn of the Screw"" using the Romance/Heroic Quest narrative pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest Pattern
StageTotal: 10/20
Coverage: 0.50
Score: 2

Justification: The novella partially maps to the Heroic Quest pattern, with some stages strongly represented and others minimally present:

1. Call to Adventure (1/2): The governess accepts the position at Bly, feeling compelled to care for the children.

2. Meeting the Mentor (1/2): Mrs. Grose provides partial guidance and support, but is limited in understanding.

3. Departure (2/2): Clear transition from the governess's ordinary world to Bly's mysterious environment.

4. Trials and Challenges (2/2): Confronting the supernatural presence of Quint and Miss Jessel.

5. Approach to Inmost Cave (1/2): Psychological struggle with the children's potential corruption.

6. Ordeal (2/2): Intense confrontation with supernatural forces, particularly in the final scene with Miles.

7. Reward (1/2): Partial psychological transformation of the governess.

8. Return (0/2): No clear return to original world.

9. Resurrection (0/2): No definitive spiritual or personal rebirth.

10. Elixir (0/2): No clear transformative wisdom gained.

The narrative is more a psychological horror than a traditional quest, which limits its full alignment with the heroic journey pattern.",0
Copy of Copy of 377_greater_than_rubies.txt,Romance/Heroic Quest,4,1,58033,305777,0.060252,0,0,73585,346,"Based on the Romance/Heroic Quest pattern, here's the analysis:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 18/20
Coverage: 0.90
Score: 4
Justification: Robin's journey follows the classic heroic quest pattern, transforming from a survivor of childhood trauma to a confident, empowered woman through her relationship with Tony. Her journey includes overcoming personal fears, receiving mentorship, confronting past traumas, and ultimately achieving personal transformation.

Detailed Stage Scoring:
1. Call to Adventure: 2 (Meeting Tony, being challenged to grow beyond her past)
2. Meeting the Mentor: 2 (Tony and church community guiding her)
3. Departure: 2 (Leaving her old life/survival mindset)
4. Trials and Challenges: 2 (Confronting her past, media scrutiny, wedding preparations)
5. Approach to Inmost Cave: 2 (Facing her deepest fears about intimacy)
6. Ordeal: 2 (Confronting sexual trauma, nearly canceling wedding)
7. Reward: 2 (Marrying Tony, finding love and acceptance)
8. The Return: 2 (Integrating into new social world)
9. Resurrection: 2 (Overcoming childhood trauma, becoming Mrs. Viscolli)
10. Return with Elixir: 2 (Transformative love, personal growth)",0
Copy of Copy of 407_the_restaurant_at_the_end.txt,Romance/Heroic Quest,2,1,53589,292469,0.0603664,0,0,73828,326,"I'll analyze this text using the Romance (Heroic Quest) pattern you specified:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 12/20
Coverage: 0.60
Score: 2
Justification: The text follows a modified heroic quest structure with Zaphod Beeblebrox as the protagonist, featuring several key quest stages like the Call to Adventure (seeking the man who rules the Universe), Trials and Challenges (Total Perspective Vortex), and a metaphorical Return, though not in a traditional linear progression.

Stage Breakdown:
1. Call to Adventure: 2 (Zaphod's mission to find the Universe's ruler)
2. Meeting Mentor: 1 (Brief interaction with his great-grandfather's ghost)
3. Departure: 2 (Leaving the Restaurant at the End of the Universe)
4. Trials/Challenges: 2 (Surviving the Total Perspective Vortex)
5. Inmost Cave: 2 (Confronting the seemingly insignificant ruler)
6. Ordeal: 1 (Psychological challenge of confronting his past)
7. Reward: 1 (Discovering the ruler's perspective)
8. Return: 1 (Metaphorical return to his mission)

The narrative deliberately subverts traditional quest structures with comedy and absurdism.",0
Copy of Copy of 418_breathless.txt,Romance/Heroic Quest,3,1,25274,130105,0.0282224,0,0,33048,446,"I'll analyze this text using the Romance/Heroic Quest pattern.

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 14/20
Coverage: 0.70
Score: 3
Justification: The text strongly follows most stages of the Romance/Heroic Quest pattern, with a protagonist (Az/Jacinda) experiencing a transformative journey of self-discovery and crossing boundaries between her familiar draki world and the human world.

Stage Breakdown:
1. Call to Adventure: StageScore 2 
- Az feels compelled to explore beyond her pride's boundaries
- Desires to experience the human world and ocean

2. Meeting with Mentor: StageScore 1
- Parents provide limited guidance about interacting with humans
- Subtle mentorship through their supportive approach

3. Departure: StageScore 2
- Az leaves familiar draki territory
- Crosses threshold into human world during vacation

4. Trials/Challenges: StageScore 2
- Navigating human social interactions
- Managing her draki identity while developing relationship with Tate

5. Approach to Inmost Cave: StageScore 2
- Confronting her fear of revealing true self
- Psychological struggle between desire and self-preservation

6. Ordeal: StageScore 2
- Metaphorical death/rebirth through romantic relationship
- Facing potential exposure of her draki nature

7. Reward: StageScore 1
- Emotional growth and self-understanding
- Experiencing first deep romantic connection

8. Return: StageScore 2
- Initially plans to return to pride
- Ultimately chooses to stay and explore relationship

9. Resurrection: StageScore 1
- Transformation of identity
- Choosing personal desire over pride's restrictions

10. Return with Elixir: StageScore 1
- Gains confidence and expanded worldview
- Prepares for future tour/independence",0
Copy of Copy of 452_the_perilous_life_of_jade.txt,Romance/Heroic Quest,1,1,25318,129412,0.0281664,0,0,33488,344,"Let me analyze this text using the Romance/Heroic Quest pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 8/20
Coverage: 0.40
Score: 1
Justification: While the story contains some quest-like elements, it doesn't fully map to the traditional heroic journey. Jade's ""journey"" is more psychological and social than physical, with limited correspondence to classic quest stages.

Detailed Stage Evaluation:
1. Call to Adventure: 1 (Jade's desire for ""excitement"" and leaving home)
2. Meeting Mentor: 1 (Ravi provides guidance and support)
3. Departure: 2 (Leaving Malaya for London, breaking family expectations)
4. Trials/Challenges: 2 (Navigating cultural differences, literary world, romantic relationships)
5. Inmost Cave: 1 (Confronting her own desires and identity)
6. Ordeal: 1 (Pregnancy, social judgment, emotional challenges)
7. Reward: 1 (Personal growth, finding love with Ravi)
8. Return: 1 (Reconciliation with self and potential return to family)
9. Resurrection: 0 (Limited transformative climax)
10. Elixir: 1 (Newfound understanding of self)

The narrative is more a bildungsroman and romantic comedy than a traditional heroic quest, which explains the moderate score.",0
Copy of Copy of 46_cannery_row.txt,Romance/Heroic Quest,2,1,50288,261112,0.0527064,0,0,64093,358,"I'll analyze the text using the Romance/Heroic Quest pattern as requested. Here's the analysis:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 10/20
Coverage: 0.50
Score: 2
Justification: The text follows several stages of the heroic quest pattern, though not comprehensively. Mack and the boys' journey to give Doc a party represents a metaphorical quest with elements of adventure, challenges, and transformation.

Detailed Stage Breakdown:
1. Call to Adventure: 2 (Mack and boys decide to give Doc a party)
2. Meeting the Mentor: 1 (Doc provides guidance and wisdom throughout)
3. Departure: 1 (Leaving the Palace Flophouse to plan the party)
4. Trials and Challenges: 2 (Navigating party preparations, collecting frogs, managing logistics)
5. Approach to Inmost Cave: 1 (Preparing for the actual party)
6. Ordeal: 1 (The chaotic party and fight)
7. Reward: 2 (Successfully throwing the party for Doc)
8. Return: 1 (Returning to their normal life after the party)
9. Resurrection: 1 (Symbolic renewal through the party's aftermath)
10. Return with Elixir: 1 (Bringing community joy and connection)

The story represents a metaphorical quest where community and friendship are the true heroic elements, transforming individual lives through collective action.",0
Copy of Copy of 489_skin_deep.txt,Romance (Heroic Quest),3,1,52616,279313,0.05810560000000001,0,0,70802,366,"Based on the text, here's an analysis of the Romance (Heroic Quest) narrative pattern:

=== MODEL EVALUATIONS ===

Model: Romance (Heroic Quest)
StageTotal: 16/20
Coverage: 0.80
Score: 3
Justification: The story strongly follows the heroic quest pattern, with Megan's journey from trauma to healing and Nate's role as a transformative mentor/protector. The narrative includes clear progression through key stages like departure, trials, ordeal, and resurrection.

Stage Breakdown:
1. Call to Adventure: 2 (Megan's encounter with Donny and need to escape)
2. Meeting with the Mentor: 2 (Nate's supportive and healing presence)
3. Departure: 2 (Leaving her old life behind)
4. Trials and Challenges: 2 (Confronting past trauma, Donny's threats)
5. Approach to Inmost Cave: 2 (Emotional vulnerability with Nate)
6. Ordeal: 2 (Confrontation with Donny, potential threat to Emily)
7. Reward: 2 (Healing, love, safety)
8. Return: 2 (Integrating into Nate's family, finding a new home)
9. Resurrection: 2 (Overcoming past trauma, rebuilding life)
10. Return with Elixir: 2 (Transformative love, personal growth)

The narrative powerfully demonstrates a psychological and emotional heroic journey of healing and transformation.",0
Copy of Copy of 495_hammers_on_bone.txt,Romance/Heroic Quest,2,1,17751,95618,0.021572,0,0,25430,307,"I'll analyze this text using the Romance/Heroic Quest pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 12/20
Coverage: 0.60
Score: 2
Justification: The text follows a noir detective narrative that metaphorically maps to the heroic quest, with John Persons as the protagonist undertaking a transformative journey involving supernatural challenges.

Stage Breakdown:
1. Call to Adventure: [2] Strong - Abel's request to kill his stepfather
2. Meeting Mentor: [1] Weak - Sasha provides cryptic guidance
3. Departure: [2] Strong - Persons leaves familiar territory to investigate
4. Trials/Challenges: [2] Strong - Encounters with McKinsey, supernatural entities
5. Inmost Cave: [2] Strong - Confrontation in the attic
6. Ordeal: [2] Strong - Physical/metaphysical battle with McKinsey
7. Reward: [1] Partial - Survival and understanding
8. Return: [0] Absent - No clear return to ""ordinary world""
9. Resurrection: [0] Absent
10. Elixir: [0] Absent

The narrative strongly follows quest structure metaphorically, with supernatural and psychological transformations replacing traditional physical journey elements.",0
Copy of Copy of 51_the_picture_of_dorian_gray.txt,Romance/Heroic Quest,1,1,55410,291404,0.059467200000000005,0,0,72774,312,"Let me analyze this text using the Romance/Heroic Quest pattern:

=== MODEL EVALUATIONS ===

Model: Romance/Heroic Quest
StageTotal: 8/20
Coverage: 0.40
Score: 1
Justification: The text partially follows the heroic quest structure, with Dorian Gray experiencing a transformative journey involving mentorship (Lord Henry), departure from innocence, trials of character, and a metaphorical ""death"" and rebirth. However, many stages are weakly represented or absent.

Stage Breakdown:
1. Call to Adventure: 2 (Lord Henry introduces Dorian to new philosophical perspectives)
2. Meeting with Mentor: 2 (Lord Henry serves as philosophical guide)
3. Departure: 1 (Dorian leaves moral innocence)
4. Trials and Challenges: 2 (Moral tests and temptations)
5. Approach to Inmost Cave: 1 (Confrontation with his portrait)
6. Ordeal: 2 (Metaphorical death of innocence)
7. Reward: 0 (No clear positive transformation)
8. Return: 0 
9. Resurrection: 0
10. Return with Elixir: 0

The narrative is more a psychological descent than a traditional heroic quest, which explains the low coverage.",0
Copy of Copy of 560_how_to_marry_a_werewolf.txt,Romance (Heroic Quest),3,1,47875,262351,0.0522464,0,0,63993,263,"Based on the Romance (Heroic Quest) pattern, here's the analysis:

=== MODEL EVALUATIONS ===

Model: Romance (Heroic Quest)
StageTotal: 14/20
Coverage: 0.70
Score: 3

Justification: The text strongly follows the Romance/Heroic Quest pattern with Faith's journey from a disgraced American girl to becoming a werewolf's wife. Her adventure includes:

1. Call to Adventure: Being sent to London to marry a werewolf
2. Meeting the Mentor: Biffy and the Iftercast family
3. Departure: Leaving Boston for London
4. Trials: Navigating supernatural society, confronting her past
5. Inmost Cave: Revealing her traumatic history to Channing
6. Ordeal: Facing her mother's public humiliation
7. Reward: Finding love and acceptance with Channing
8. Return: Integrating into the London Pack
9. Resurrection: Overcoming past traumas together
10. Elixir: Mutual healing and transformation

The narrative demonstrates a complete heroic journey with emotional and social transformation.",0
